"_id","basisOfRecord","catalogNumber","class","collectionCode","continent","country","datasetID","dynamicProperties","family","genus","higherClassification","higherGeography","individualCount","infraspecificEpithet","institutionCode","kingdom","locality","modified","occurrenceID","occurrenceStatus","order","otherCatalogNumbers","phylum","recordedBy","scientificName","scientificNameAuthorship","specificEpithet","subgenus","typeStatus","year"
"2439608","Occurrence","1952.5.10.2","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1343826567000, ""gbifID"": ""1057201448"", ""barcode"": ""011311535"", ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Voluta subnodosa Leach, 1814"", ""associatedMediaCount"": 1}","","Voluta","","","1","","NHMUK","","","1612303636000","0217985b-67bd-4e0c-8510-b5e5551e7a36","present","","NHMUK:ecatalogue:2439608","","","Voluta subnodosa Leach, 1814","Leach, 1814","subnodosa","","HOLOTYPE",""
"8091817","Occurrence","20201099","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1501166659000, ""gbifID"": ""1826341624"", ""barcode"": ""011478826"", ""subDepartment"": ""LS Mollusca"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Astraea sp."", ""associatedMediaCount"": 2}","Turbinidae","Astraea","Animalia; Mollusca; Gastropoda; Turbinidae","","3","","NHMUK","Animalia","","1612303637000","a3ae54e1-456c-4345-b316-10a04efcab7f","present","","NHMUK:ecatalogue:8091817","Mollusca","Mark Catesby","Astraea sp.","","sp.","","",""
"9267011","Occurrence","20201090","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611669707000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Arca granosa Linnaeus, 1758""}","","Arca","","","1","","NHMUK","","","1612297264000","033d2201-2012-431d-9f97-3e38c7542721","present","","NHMUK:ecatalogue:9267011","","","Arca granosa Linnaeus, 1758","Linnaeus, 1758","granosa","","",""
"9267014","Occurrence","20201093","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670491000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Tridacna crocea Lamarck, 1819""}","","Tridacna","Mollusca","","1","","NHMUK","","","1612297264000","963bc945-4170-43df-8305-f51f8b6498fc","present","","NHMUK:ecatalogue:9267014","Mollusca","","Tridacna crocea Lamarck, 1819","Lamarck, 1819","crocea","","",""
"9267015","Occurrence","20201094","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670510000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Tridacna squamosa Lamarck, 1819""}","","Tridacna","Mollusca","","1","","NHMUK","","","1612297264000","da91c36a-4d93-425a-9ff6-8da62f87b758","present","","NHMUK:ecatalogue:9267015","Mollusca","","Tridacna squamosa Lamarck, 1819","Lamarck, 1819","squamosa","","",""
"9267016","Occurrence","20201095","Bivalvia","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670523000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Venus castrensis Linnaeus, 1758""}","","Venus","Animalia; Mollusca; Bivalvia","","1","","NHMUK","Animalia","","1612297264000","d4fb2b02-862d-4b2f-bfb9-a8772d74ef0a","present","","NHMUK:ecatalogue:9267016","Mollusca","","Venus castrensis Linnaeus, 1758","Linnaeus, 1758","castrensis","","",""
"9267020","Occurrence","20201100","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670644000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Astraea sp.""}","","Astraea","Animalia; Anthozoa","","2","","NHMUK","Animalia","","1612303637000","4af3b3fe-1e06-45b5-bc53-133adc382bfc","present","","NHMUK:ecatalogue:9267020","Anthozoa","","Astraea sp.","","sp.","","",""
"9267021","Occurrence","20201101","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670680000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Astraea sp.""}","","Astraea","Animalia; Anthozoa","","3","","NHMUK","Animalia","","1612303637000","6907c9f7-2cc0-4f9e-9e15-b390c4c49c66","present","","NHMUK:ecatalogue:9267021","Anthozoa","","Astraea sp.","","sp.","","",""
"9267023","Occurrence","20201103","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670718000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Voluta vespertilio Linnaeus, 1758""}","","Voluta","","","1","","NHMUK","","","1612303638000","dddb340c-a330-437e-bcaa-ca63230cc0d9","present","","NHMUK:ecatalogue:9267023","","","Voluta vespertilio Linnaeus, 1758","Linnaeus, 1758","vespertilio","","",""
"9267031","Occurrence","20201111","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670840000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Tonna sp.""}","Tonnidae","Tonna","Mollusca; Gastropoda; Tonnidae","","1","","NHMUK","","","1612303638000","af11ad90-4a25-4a28-abac-50d8ded8a560","present","","NHMUK:ecatalogue:9267031","Mollusca","","Tonna sp.","","sp.","","",""
"9267037","Occurrence","20201118","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611671857000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Cymatium  pileare (Linnaeus, 1758)""}","","Cymatium","Animalia; Mollusca","","5","","NHMUK","Animalia","","1612303638000","a0d1b313-2dd5-4e25-8c9b-4f272c158a13","present","","NHMUK:ecatalogue:9267037","Mollusca","","Cymatium  pileare (Linnaeus, 1758)","(Linnaeus, 1758)","pileare","","",""
"9267115","Occurrence","20201141","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611745130000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Pugilina morio (Linnaeus, 1758)""}","","Pugilina","Mollusca","","1","","NHMUK","","","1612301844000","7c3a57bc-98f9-46d3-ae47-336fe19cabb9","present","","NHMUK:ecatalogue:9267115","Mollusca","","Pugilina morio (Linnaeus, 1758)","(Linnaeus, 1758)","morio","","",""
"9267123","Occurrence","20201147","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611745369000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex trunculus Linnaeus, 1758""}","","Murex","","","5","","NHMUK","","","1612301846000","cdf37422-7e82-4c30-818a-68e1bc760087","present","","NHMUK:ecatalogue:9267123","","","Murex trunculus Linnaeus, 1758","Linnaeus, 1758","trunculus","","",""
"9267140","Occurrence","20201159","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611745901000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Auricula sp.""}","","Auricula","Mollusca","","1","","NHMUK","","","1612301846000","775b1cf1-17a9-4842-a130-9a7c5fa6a552","present","","NHMUK:ecatalogue:9267140","Mollusca","","Auricula sp.","","sp.","","",""
"9267158","Occurrence","20201175","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611746964000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus regius Gmelin, 1791""}","","Conus","Mollusca","","2","","NHMUK","","","1612288016000","4c6c1f1b-f3b8-41fa-9283-5374d70dfedd","present","","NHMUK:ecatalogue:9267158","Mollusca","","Conus regius Gmelin, 1791","Gmelin, 1791","regius","","",""
"9267372","Occurrence","20201298","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611762232000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Bursa rana (Linnaeus, 1758)""}","","Bursa","Mollusca","","1","","NHMUK","","","1612303635000","007c237d-bd55-4669-9d28-89a29a3b7994","present","","NHMUK:ecatalogue:9267372","Mollusca","","Bursa rana (Linnaeus, 1758)","(Linnaeus, 1758)","rana","","","1951"
"9267407","Occurrence","20201340","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611763423000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum""}","","","","","1","","NHMUK","","","1612292292000","1f37aebd-fc34-4815-b62c-aec792660477","present","","NHMUK:ecatalogue:9267407","","","","","","","","1951"
"9267137","Occurrence","20201156","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611745692000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Terebellum sp.""}","","Terebellum","Animalia; Mollusca; Gastropoda","","1","","NHMUK","Animalia","","1612303640000","bb0c5c13-8146-47b0-b02b-5a207ceda7d1","present","","NHMUK:ecatalogue:9267137","Mollusca","","Terebellum sp.","","sp.","","",""
"9267262","Occurrence","20201211","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611757762000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Acavus haemastoma melanotragus (Born, 1778)""}","","Acavus","Mollusca","","2","melanotragus","NHMUK","","","1612303640000","7b164b7c-6dcc-455b-8154-11990d8b0423","present","","NHMUK:ecatalogue:9267262","Mollusca","","Acavus haemastoma melanotragus (Born, 1778)","(Born, 1778)","haemastoma","","",""
"9267153","Occurrence","20201170","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611746877000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Sinum neritoideum (Linnaeus, 1758)""}","","Sinum","Mollusca","","1","","NHMUK","","","1612303642000","3ae3dc03-93c1-4686-97c8-b217d62f09ea","present","","NHMUK:ecatalogue:9267153","Mollusca","","Sinum neritoideum (Linnaeus, 1758)","(Linnaeus, 1758)","neritoideum","","",""
"9267159","Occurrence","20201176","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611746980000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Cymbium navicula Gmelin, 1791""}","","Cymbium","Animalia; Mollusca; Gastropoda","","2","","NHMUK","Animalia","","1612303643000","8dc6eae6-7850-46c4-8a08-6c020f2f8978","present","","NHMUK:ecatalogue:9267159","Mollusca","","Cymbium navicula Gmelin, 1791","Gmelin, 1791","navicula","","",""
"9267160","Occurrence","20201177","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747005000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Melo melo tesselata (Lamarck, 1811)""}","","Melo","Animalia; Mollusca; Gastropoda","","2","tesselata","NHMUK","Animalia","","1612303643000","511da6fa-5dd6-4243-8dd8-946195d20bd2","present","","NHMUK:ecatalogue:9267160","Mollusca","","Melo melo tesselata (Lamarck, 1811)","(Lamarck, 1811)","melo","","",""
"9267172","Occurrence","20201188","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747245000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Strombus decorus (R\u00f6ding, 1798)""}","","Strombus","","","1","","NHMUK","","","1612303643000","7d839614-6f49-4f3a-81fe-4ca8b7a8d90c","present","","NHMUK:ecatalogue:9267172","","","Strombus decorus (Röding, 1798)","(Röding, 1798)","decorus","","",""
"9267171","Occurrence","20201187","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747229000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Cerithium sp.""}","","Cerithium","Mollusca","","1","","NHMUK","","","1612303643000","9d9aa137-593f-400b-9863-6629dbf38ef0","present","","NHMUK:ecatalogue:9267171","Mollusca","","Cerithium sp.","","sp.","","",""
"9267175","Occurrence","20201190","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747512000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Cymatium sp.""}","","Cymatium","Animalia; Mollusca","","1","","NHMUK","Animalia","","1612303643000","a9413a06-8b39-485e-a8ea-9d01abce9edb","present","","NHMUK:ecatalogue:9267175","Mollusca","","Cymatium sp.","","sp.","","",""
"9267188","Occurrence","20201200","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747768000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum""}","","","","","1","","NHMUK","","","1612291198000","3e513d1c-cbbc-4f4d-9c59-a22127d57c22","present","","NHMUK:ecatalogue:9267188","","","","","","","",""
"9267197","Occurrence","20201207","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747984000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum""}","","","","","1","","NHMUK","","","1612291364000","52461d63-9275-491a-89f3-aa7cf388b790","present","","NHMUK:ecatalogue:9267197","","","","","","","",""
"9267329","Occurrence","20201261","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611760546000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum""}","","","","","1","","NHMUK","","","1612292204000","509ae22c-ec2b-41f6-8d96-6ff27955f9fe","present","","NHMUK:ecatalogue:9267329","","","","","","","","1951"
"9267350","Occurrence","20201278","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611761025000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Melongela patula (Broderip & Sowerby, 1829)""}","","Melongela","Animalia; Mollusca; Gastropoda","","1","","NHMUK","Animalia","","1612303645000","5d5276a4-7e65-4b5c-8052-740891cd32b0","present","","NHMUK:ecatalogue:9267350","Mollusca","","Melongela patula (Broderip & Sowerby, 1829)","(Broderip & Sowerby, 1829)","patula","","","1951"
"9264415","Occurrence","20200955","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610376244000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex angularis Lamarck, 1822""}","","Murex","","","1","","NHMUK","","","1612297262000","250a3962-5e3a-4adf-a6b2-017147db9aef","present","","NHMUK:ecatalogue:9264415","","","Murex angularis Lamarck, 1822","Lamarck, 1822","angularis","","",""
