"_id","basisOfRecord","catalogNumber","class","collectionCode","continent","coordinateUncertaintyInMeters","country","datasetID","dynamicProperties","family","fieldNumber","genus","higherClassification","higherGeography","identifiedBy","institutionCode","modified","occurrenceID","occurrenceStatus","order","otherCatalogNumbers","phylum","recordNumber","recordedBy","scientificName","scientificNameAuthorship","specificEpithet","stateProvince","year"
"4708430","Occurrence","BM000815401","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906143000, ""gbifID"": ""1055505094"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633506000","456e8a79-08a2-4824-ba8c-904c7f0f8401","present","","NHMUK:ecatalogue:4708430","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708470","Occurrence","BM000815441","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906148000, ""gbifID"": ""1055827877"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Laminaria japonica Areschoug"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Laminariaceae","s.n.","Laminaria","Laminariaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633529000","8173cba0-7741-404a-9aa5-072a842d22e5","present","","NHMUK:ecatalogue:4708470","","s.n.","Engelbert Kaempfer","Laminaria japonica Areschoug","Areschoug","japonica","","1691 - 1692"
"4708595","Occurrence","BM000815566","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906162000, ""gbifID"": ""1057546642"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Neolitsea sericea (Blume) Koidz."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Lauraceae","s.n.","Neolitsea","Laurales; Lauraceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633508000","88277a20-e506-46c5-9fb0-f0215ef8d9c2","present","Laurales","NHMUK:ecatalogue:4708595","","s.n.","Engelbert Kaempfer","Neolitsea sericea (Blume) Koidz.","(Blume) Koidz.","sericea","","1691 - 1692"
"4708422","Occurrence","BM000815393","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906143000, ""gbifID"": ""1055491201"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Ginkgo biloba L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Ginkgoaceae","s.n.","Ginkgo","Ginkgoales; Ginkgoaceae","Asia; Japan","P.-A. Hinz","NHMUK","1625507537000","814addfd-f67f-42d0-97a6-93f264fbe7b5","present","Ginkgoales","NHMUK:ecatalogue:4708422","","s.n.","Engelbert Kaempfer","Ginkgo biloba L.","L.","biloba","","1691 - 1692"
"4708629","Occurrence","BM000815600","Liliopsida","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906166000, ""gbifID"": ""1056050000"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Acorus gramineus Solander ex Aiton"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Acoraceae","s.n.","Acorus","Magnoliophyta; Liliopsida; Alismatales; Acoraceae","Asia; Japan","P.-A. Hinz","NHMUK","1619668296000","ab7a0a4d-5f44-4bec-b941-a4ce648696aa","present","Alismatales","NHMUK:ecatalogue:4708629","Magnoliophyta","s.n.","Engelbert Kaempfer","Acorus gramineus Solander ex Aiton","Solander ex Aiton","gramineus","","1691 - 1692"
"4708708","Occurrence","BM000815681","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906175000, ""gbifID"": ""1056301562"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Torreya nucifera (L.) Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Taxaceae","s.n.","Torreya","Cupressales; Taxaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633521000","2bf8622c-cde3-49ff-8e1e-af0d408c45b0","present","Cupressales","NHMUK:ecatalogue:4708708","","s.n.","Engelbert Kaempfer","Torreya nucifera (L.) Siebold & Zucc.","(L.) Siebold & Zucc.","nucifera","","1691 - 1692"
"4708691","Occurrence","BM000815664","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906173000, ""gbifID"": ""1056450479"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Trachelospermum jasminoides (Lindl.) Lem"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Apocynaceae","s.n.","Trachelospermum","Apocynaceae","Asia; Japan","P.-A. Hinz","NHMUK","1641308498000","aaf44010-5fc0-40a5-bf76-070d08039bf5","present","","NHMUK:ecatalogue:4708691","","s.n.","Engelbert Kaempfer","Trachelospermum jasminoides (Lindl.) Lem","(Lindl.) Lem","jasminoides","","1691 - 1692"
"4708495","Occurrence","BM000815466","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906150000, ""gbifID"": ""1055940214"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhus sylvestris Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Anacardiaceae","s.n.","Rhus","Anacardiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633536000","88323018-4cb0-488b-857b-4cb9e81ee94d","present","","NHMUK:ecatalogue:4708495","","s.n.","Engelbert Kaempfer","Rhus sylvestris Siebold & Zucc.","Siebold & Zucc.","sylvestris","","1691 - 1692"
"4708649","Occurrence","BM000815620","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906168000, ""gbifID"": ""1057204267"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633538000","0a437345-bbdc-463f-b849-ac41385c83c6","present","","NHMUK:ecatalogue:4708649","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708484","Occurrence","BM000815455","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906149000, ""gbifID"": ""1056088341"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Ginkgo biloba L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Ginkgoaceae","s.n.","Ginkgo","Ginkgoales; Ginkgoaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633518000","195ade72-36c7-4046-8e93-300329c65c00","present","Ginkgoales","NHMUK:ecatalogue:4708484","","s.n.","Engelbert Kaempfer","Ginkgo biloba L.","L.","biloba","","1691 - 1692"
"4708643","Occurrence","BM000815614","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906168000, ""gbifID"": ""1056589388"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Gardenia jasminoides (Ellis) L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Rubiaceae","s.n.","Gardenia","Dicotyledones; Rubiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633505000","12979ef1-a6aa-4c7a-9041-1fb7d94c3be1","present","","NHMUK:ecatalogue:4708643","Dicotyledones","s.n.","Engelbert Kaempfer","Gardenia jasminoides (Ellis) L.","(Ellis) L.","jasminoides","","1691 - 1692"
"4708420","Occurrence","BM000815391","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906142000, ""gbifID"": ""1056015766"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Viburnum dilatatum Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Caprifoliaceae","s.n.","Viburnum","Caprifoliaceae","Asia; Japan","P.-A. Hinz","NHMUK","1625507537000","53f5a014-66b7-4e01-8b7b-0787046982d5","present","","NHMUK:ecatalogue:4708420","","s.n.","Engelbert Kaempfer","Viburnum dilatatum Thunb.","Thunb.","dilatatum","","1691 - 1692"
"4708651","Occurrence","BM000815622","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906169000, ""gbifID"": ""1057049641"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Gardenia jasminoides (Ellis) L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Rubiaceae","s.n.","Gardenia","Dicotyledones; Rubiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633537000","ae56b17a-c058-476c-aec0-6748a6c1e151","present","","NHMUK:ecatalogue:4708651","Dicotyledones","s.n.","Engelbert Kaempfer","Gardenia jasminoides (Ellis) L.","(Ellis) L.","jasminoides","","1691 - 1692"
"4708633","Occurrence","BM000815604","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906167000, ""gbifID"": ""1056718478"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Lauraceae Juss."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Lauraceae","s.n.","","Magnoliophyta; Laurales; Laurineae; Lauraceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633538000","f2fb05be-168f-46e1-8106-671434a68aa4","present","Laurales","NHMUK:ecatalogue:4708633","Magnoliophyta","s.n.","Engelbert Kaempfer","Lauraceae Juss.","Juss.","","","1691 - 1692"
"4708529","Occurrence","BM000815500","Liliopsida","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906154000, ""gbifID"": ""1057241613"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Paris verticillata M.Bieb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Trilliaceae","s.n.","Paris","Magnoliophyta; Liliopsida; Liliales; Trilliaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633537000","c3eda84b-def2-4154-a7f1-68e5dc8b613d","present","Liliales","NHMUK:ecatalogue:4708529","Magnoliophyta","s.n.","Engelbert Kaempfer","Paris verticillata M.Bieb.","M.Bieb.","verticillata","","1691 - 1692"
"4708504","Occurrence","BM000815475","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906151000, ""gbifID"": ""1057140430"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_FUZZY""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Aleurites cordatus (Thunb.) R.Br. ex Steud."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Euphorbiaceae","s.n.","Aleurites","Malpighiales; Euphorbiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1627922695000","30bcaca3-1aa5-4b98-a92a-75cfb3f67255","present","Malpighiales","NHMUK:ecatalogue:4708504","","s.n.","Engelbert Kaempfer","Aleurites cordatus (Thunb.) R.Br. ex Steud.","(Thunb.) R.Br. ex Steud.","cordatus","","1691 - 1692"
"4708444","Occurrence","BM000815415","Liliopsida","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906145000, ""gbifID"": ""1056479609"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Zea mays L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Poaceae","s.n.","Zea","Magnoliophyta; Liliopsida; Poales; Poaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633541000","e1c09e24-e415-4d6b-8fd6-1bc7108f48f1","present","Poales","NHMUK:ecatalogue:4708444","Magnoliophyta","s.n.","Engelbert Kaempfer","Zea mays L.","L.","mays","","1691 - 1692"
"4708763","Occurrence","BM000815736","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906181000, ""gbifID"": ""1055952436"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Cryptomeria japonica (Thunb. ex L.f.) D.Don"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Cupressaceae","s.n.","Cryptomeria","Cupressales; Cupressaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633520000","0864b302-7729-485f-abf4-43a8c0fac866","present","Cupressales","NHMUK:ecatalogue:4708763","","s.n.","Engelbert Kaempfer","Cryptomeria japonica (Thunb. ex L.f.) D.Don","(Thunb. ex L.f.) D.Don","japonica","","1691 - 1692"
"4708776","Occurrence","BM000815749","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906182000, ""gbifID"": ""1055380652"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Albizia julibrissin Durazz"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Fabaceae","s.n.","Albizia","Fabales; Fabaceae","Asia; Japan","P.-A. Hinz","NHMUK","1627920533000","0eb8df62-f79e-4685-bec2-d6625371ed37","present","Fabales","NHMUK:ecatalogue:4708776","","s.n.","Engelbert Kaempfer","Albizia julibrissin Durazz","Durazz","julibrissin","","1691 - 1692"
"4708793","Occurrence","BM000815766","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906184000, ""gbifID"": ""1057452809"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Juniperus chinensis L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Cupressaceae","s.n.","Juniperus","Cupressales; Cupressaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633521000","39aed5a7-26de-4b4d-839b-5f487265eae1","present","Cupressales","NHMUK:ecatalogue:4708793","","s.n.","Engelbert Kaempfer","Juniperus chinensis L.","L.","chinensis","","1691 - 1692"
"4708395","Occurrence","BM000815366","","BOT","Asia","144.781478","Sri Lanka","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906140000, ""gbifID"": ""1056472917"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Elaeagnus pungens Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Elaeagnaceae","s.n.","Elaeagnus","Rosales; Elaeagnaceae","Asia; Sri Lanka","P.-A. Hinz","NHMUK","1619633527000","2fe4a00b-9faf-439a-993f-e90eb18f7cd9","present","Rosales","NHMUK:ecatalogue:4708395","","s.n.","Engelbert Kaempfer","Elaeagnus pungens Thunb.","Thunb.","pungens","","1691 - 1692"
"4708436","Occurrence","BM000815407","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906144000, ""gbifID"": ""1057193014"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633539000","cfa8ab34-0ed4-458b-8110-d7a12017c138","present","","NHMUK:ecatalogue:4708436","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708443","Occurrence","BM000815414","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906145000, ""gbifID"": ""1056804981"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Viburnum dilatatum Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Caprifoliaceae","s.n.","Viburnum","Caprifoliaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633513000","7a7b9d74-6173-4801-837c-968fef354c87","present","","NHMUK:ecatalogue:4708443","","s.n.","Engelbert Kaempfer","Viburnum dilatatum Thunb.","Thunb.","dilatatum","","1691 - 1692"
"4708497","Occurrence","BM000815468","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906151000, ""gbifID"": ""1057461555"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Viburnum plicatum Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Caprifoliaceae","s.n.","Viburnum","Caprifoliaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633536000","aab4769f-f878-42d9-973e-46f4c9704e09","present","","NHMUK:ecatalogue:4708497","","s.n.","Engelbert Kaempfer","Viburnum plicatum Thunb.","Thunb.","plicatum","","1691 - 1692"
"4708446","Occurrence","BM000815417","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906145000, ""gbifID"": ""1057562659"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Apiaceae","s.n.","Indet.","Apiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633537000","34a58126-7a7a-45b7-affc-329da4965b86","present","","NHMUK:ecatalogue:4708446","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708530","Occurrence","BM000815501","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906154000, ""gbifID"": ""1056604849"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Begonia evansiana Andrews"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Begoniaceae","s.n.","Begonia","Cucurbitales; Begoniaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633542000","2733b6bb-db6a-4d7e-8233-7d2840028684","present","Cucurbitales","NHMUK:ecatalogue:4708530","","s.n.","Engelbert Kaempfer","Begonia evansiana Andrews","Andrews","evansiana","","1691 - 1692"
